State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes
Punjab,Jalandhar,16,Sukhdev Singh,Independent,3154,0,3154
Punjab,Jalandhar,17,Kashmir Singh Ghugshore,Independent,4099,1,4100
Punjab,Jalandhar,18,Valmikacharaya Nitya Anand,Independent,1856,2,1858
Punjab,Jalandhar,19,Neetu Shutteran Wala,Independent,856,0,856
Punjab,Jalandhar,20,NOTA,None of the Above,12301,23,12324
Punjab,Khadoor Sahib,1,JASBIR SINGH GILL (DIMPA),Indian National Congress,457990,1720,459710
Punjab,Khadoor Sahib,2,BIBI JAGIR KAUR,Shiromani Akali Dal,317690,1447,319137
Punjab,Khadoor Sahib,3,MANJINDER SINGH SIDHU,Aam Aadmi Party,13155,501,13656
Punjab,Khadoor Sahib,4,STEPHEN BHATTI,Shivsena,1891,348,2239
Punjab,Khadoor Sahib,5,SANTOKH SINGH (SUKH),Hindustan Shakti Sena,2495,46,2541
Punjab,Khadoor Sahib,6,SURJIT SINGH,Shiromani Lok Dal Party,941,43,984
Punjab,Khadoor Sahib,7,KHAJAN SINGH,Nationalist Justice Party,1438,18,1456
Punjab,Khadoor Sahib,8,PARAMJIT KAUR KHALRA,Punjab Ekta Party,213550,939,214489
Punjab,Khadoor Sahib,9,PARWINDER SINGH,Democratic Party of India (Ambedkar),1682,45,1727
Punjab,Khadoor Sahib,10,PURAN SINGH SHEIKH,Bahujan Samaj Party (Ambedkar),2366,86,2452
Punjab,Khadoor Sahib,11,ONKAR SINGH UPPAL,Independent,1145,16,1161
Punjab,Khadoor Sahib,12,SUKHWANT SINGH CHUSLEWARH,Independent,1030,22,1052
Punjab,Khadoor Sahib,13,SURJIT SINGH BHIKHIWIND,Independent,1201,14,1215
Punjab,Khadoor Sahib,14,HARJIT KAUR,Independent,1296,45,1341
Punjab,Khadoor Sahib,15,JAGIR KAUR,Independent,4295,16,4311
Punjab,Khadoor Sahib,16,PARAMJIT SINGH,Independent,5166,3,5169
Punjab,Khadoor Sahib,17,PARAMJIT KAUR KHAMBRA,Independent,4917,26,4943
Punjab,Khadoor Sahib,18,PARMINDER SINGH HEERA KHALRA,Independent,2177,4,2181
Punjab,Khadoor Sahib,19,MOHAN SINGH,Independent,1129,9,1138
Punjab,Khadoor Sahib,20,NOTA,None of the Above,5082,48,5130
Punjab,Ludhiana,1,BABA SUKHWINDER SINGH GILL,Nationalist Congress Party,1992,112,2104
Punjab,Ludhiana,2,PROF. TEJ PAL SINGH GILL,Aam Aadmi Party,15794,151,15945
Punjab,Ludhiana,3,MAHESHINDER SINGH GREWAL,Shiromani Akali Dal,298963,472,299435
Punjab,Ludhiana,4,RAVNEET SINGH BITTU,Indian National Congress,383284,511,383795
Punjab,Ludhiana,5,BABA AMARJIT SINGH KHALSA,Bhartiya Lok Seva Dal,3171,40,3211
Punjab,Ludhiana,6,SIMARJEET SINGH BAINS,Lok Insaaf Party,306786,637,307423
Punjab,Ludhiana,7,DARSHAN SINGH DABA,Jai Jawan Jai Kisan Party,1335,11,1346
Punjab,Ludhiana,8,DALJIT SINGH,People's Party of India(secular),1593,4,1597
Punjab,Ludhiana,9,DEVINDER BHAGRIA,Hindustan Shakti Sena,3593,1,3594
Punjab,Ludhiana,10,DILDAR SINGH,Ambedkarite Party of India,1244,10,1254
Punjab,Ludhiana,11,PARDEEP BAWA,Samaj Adhikar Kalyan Party,1158,0,1158
Punjab,Ludhiana,12,DR. BRIJESH KUMAR BANGAR,Peoples Party of India (Democratic),1169,6,1175
Punjab,Ludhiana,13,BALJIT SINGH,Bharat Prabhat Party,1633,7,1640
Punjab,Ludhiana,14,Er. BALDEV RAJ KATNA,Nationalist Justice Party,1326,2,1328
Punjab,Ludhiana,15,BINTU KUMAR TAANK ( B.K. TAANK),Ambedkar National Congress,1057,3,1060
Punjab,Ludhiana,16,MOHD. NASEEM ANSARI,Rashtriya Sahara Party,1867,4,1871
Punjab,Ludhiana,17,RAJINDER GHAI,Hindu Samaj Party,1010,4,1014
Punjab,Ludhiana,18,VAID RAM SINGH DEAPAK,Bahujan Mukti Party,948,4,952
Punjab,Ludhiana,19,JASDEEP SINGH SODHI,Independent,1533,2,1535
Punjab,Ludhiana,20,JAI PARKASH JAIN (TITU BANIYA),Independent,2723,3,2726
Punjab,Ludhiana,21,MOHINDER SINGH,Independent,894,1,895
Punjab,Ludhiana,22,RAVINDER PAL SINGH (BABA JI BURGER WALE),Independent,1357,2,1359
Punjab,Ludhiana,23,NOTA,None of the Above,10458,80,10538
Punjab,Patiala,1,Surjit Singh Rakhra,Shiromani Akali Dal,368498,811,369309
Punjab,Patiala,2,Neena Mittal,Aam Aadmi Party,56610,267,56877
Punjab,Patiala,3,Preneet Kaur,Indian National Congress,531178,849,532027
Punjab,Patiala,4,Ashwani Kumar,Shivsena,4840,77,4917
Punjab,Patiala,5,Ajaib Singh,Rashtriya Janshakti Party (Secular),1505,13,1518
Punjab,Patiala,6,Harpal Singh,Ambedkarite Party of India,2409,30,2439
Punjab,Patiala,7,Kshmakant Pandey,Hindustan Shakti Sena,4299,9,4308
Punjab,Patiala,8,Dharam Vira Gandhi,Nawan Punjab Party,161388,257,161645
Punjab,Patiala,9,Amarpreet Singh,Independent,1834,5,1839
Punjab,Patiala,10,Shankar Lal,Independent,799,4,803
Punjab,Patiala,11,Harbhajan Singh Virk,Independent,1608,5,1613
Punjab,Patiala,12,Gurnam Singh,Independent,759,3,762
Punjab,Patiala,13,Jasbir Singh,Independent,1123,3,1126
Punjab,Patiala,14,Jagmail Singh,Independent,2273,1,2274
Punjab,Patiala,15,Parminder Kumar,Independent,1345,0,1345
Punjab,Patiala,16,Parveen Kumar,Independent,4746,1,4747
Punjab,Patiala,17,Banwari Lal,Independent,8111,2,8113
Punjab,Patiala,18,Baldeep Singh,Independent,1497,2,1499
Punjab,Patiala,19,Makhan Singh,Independent,2808,0,2808
Punjab,Patiala,20,Manjeet Singh,Independent,1061,1,1062
Punjab,Patiala,21,Mohan Lal,Independent,985,1,986
Punjab,Patiala,22,Randhir Singh Khangura,Independent,1021,2,1023
Punjab,Patiala,23,Rajesh Kumar,Independent,1283,1,1284
Punjab,Patiala,24,Rishabh Sharma,Independent,1390,0,1390
Punjab,Patiala,25,Lal Chand,Independent,1077,2,1079
Punjab,Patiala,26,NOTA,None of the Above,11081,29,11110
Punjab,Sangrur,1,KEWAL SINGH DHILLON,Indian National Congress,302559,791,303350
Punjab,Sangrur,2,PARMINDER SINGH DHINDSA,Shiromani Akali Dal,262622,876,263498
Punjab,Sangrur,3,BHAGWANT MANN,Aam Aadmi Party,412201,1360,413561
Punjab,Sangrur,4,SIMRANJIT SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),48234,131,48365
Punjab,Sangrur,5,GURNAM SINGH BHIKHI,Communist Party of India (Marxist-Leninist) (Liberation),2748,18,2766
Punjab,Sangrur,6,JASRAJ SINGH LONGIA,Lok Insaaf Party,20016,71,20087
Punjab,Sangrur,7,JASWANT SINGH,Rashtriya Janshakti Party (Secular),1643,10,1653
Punjab,Sangrur,8,JAGMOHAN KRISHAN THAKUR,Janral Samaj Party,7354,21,7375
Punjab,Sangrur,9,NAJEERA BEGAM,Rashtriya Sahara Party,1269,20,1289
Punjab,Sangrur,10,BALWINDER SINGH SANDHU,Bharat Prabhat Party,857,22,879
Punjab,Sangrur,11,MOHINDERPAL SINGH DANGARH,Bhartiya Lok Seva Dal,3871,10,3881
Punjab,Sangrur,12,MANISH KUMAR,Bhartiya Janraj Party,1890,76,1966
Punjab,Sangrur,13,MALVINDER SINGH BENIPAL,Janata Dal (United),2718,8,2726
Punjab,Sangrur,14,Rajvir Kaur,Hindustan Shakti Sena,3873,18,3891
Punjab,Sangrur,15,VIJAY AGGARWAL,Bhartiya Shakti Chetna Party,2299,5,2304
Punjab,Sangrur,16,SUKHWINDER SINGH,Independent,5242,1,5243
Punjab,Sangrur,17,GURJEET SINGH,Independent,2837,2,2839
Punjab,Sangrur,18,TULSI SINGH,Independent,1502,3,1505
Punjab,Sangrur,19,DAYAL CHAND,Independent,2022,2,2024
Punjab,Sangrur,20,DESA SINGH,Independent,3794,3,3797
Punjab,Sangrur,21,PAPPU KUMAR,Independent,748,2,750
Punjab,Sangrur,22,BAGGA SINGH KAHNE-KE,Independent,1160,2,1162
Punjab,Sangrur,23,BALJIT KAUR,Independent,1546,17,1563
Punjab,Sangrur,24,BHANTBIR SINGH,Independent,1415,2,1417
Punjab,Sangrur,25,RAJ KUMAR,Independent,1507,0,1507
Punjab,Sangrur,26,NOTA,None of the Above,6426,64,6490
Rajasthan,Ajmer,1,Durga Lal Regar,Bahujan Samaj Party,13547,71,13618
Rajasthan,Ajmer,2,Bhagirath Chaudhary,Bharatiya Janata Party,811091,3985,815076
Rajasthan,Ajmer,3,Riju Jhunjhunwala,Indian National Congress,397420,1232,398652
Rajasthan,Ajmer,4,Vishram Babu,Ambedkarite Party of India,13036,5,13041
Rajasthan,Ajmer,5,Pramod Kumar,Independent,2772,1,2773
Rajasthan,Ajmer,6,Mukesh Gena,Independent,4649,3,4652
Rajasthan,Ajmer,7,Soniya Regar,Independent,4814,10,4824
Rajasthan,Ajmer,8,NOTA,None of the Above,9549,29,9578
Rajasthan,Alwar,1,Imran Khan,Bahujan Samaj Party,56399,250,56649
Rajasthan,Alwar,2,Bhanwar Jitendra Singh,Indian National Congress,426794,3436,430230
Rajasthan,Alwar,3,Balak Nath,Bharatiya Janata Party,750580,9621,760201
Rajasthan,Alwar,4,Anoop Kumar Meghwal,Pragatishil Samajwadi Party (Lohia),3426,18,3444
Rajasthan,Alwar,5,Amit Jangir,Ambedkarite Party of India,1591,10,1601
Rajasthan,Alwar,6,Gulab Singh,Poorvanchal Rashtriya Congress,624,2,626
Rajasthan,Alwar,7,Advocate Amit Kumar Gupta,Independent,795,13,808
Rajasthan,Alwar,8,Anand Kumar Sain,Independent,1298,5,1303
Rajasthan,Alwar,9,Tilak Raj Munjal,Independent,896,7,903
Rajasthan,Alwar,10,Pawan Kumar Jain,Independent,2533,0,2533
Rajasthan,Alwar,11,Madan Lal,Independent,1986,5,1991
Rajasthan,Alwar,12,NOTA,None of the Above,5331,54,5385
Rajasthan,Banswara,1,KANAKMAL KATARA,Bharatiya Janata Party,710684,1025,711709
Rajasthan,Banswara,2,TARACHAND BHAGORA,Indian National Congress,405874,371,406245
Rajasthan,Banswara,3,BAPULAL,Bahujan Samaj Party,26169,3,26172
Rajasthan,Banswara,4,KANTILAL ROAT,Bhartiya Tribal Party,249964,797,250761
Rajasthan,Banswara,5,NITESH DAMOR,Independent,14822,0,14822
Rajasthan,Banswara,6,NOTA,None of the Above,29957,5,29962
Rajasthan,Barmer,1,KAILASH CHOUDHARY,Bharatiya Janata Party,844104,2422,846526
Rajasthan,Barmer,2,MANVENDRA SINGH,Indian National Congress,520856,1862,522718
Rajasthan,Barmer,3,RAMESH KUMAR,Bahujan Mukti Party,16663,36,16699
Rajasthan,Barmer,4,POPATLAL,Independent,3359,1,3360
Rajasthan,Barmer,5,BHERARAM JAKHAR,Independent,2385,0,2385
Rajasthan,Barmer,6,MULA RAM,Independent,3516,1,3517
Rajasthan,Barmer,7,HANEEF,Independent,8069,1,8070
Rajasthan,Barmer,8,NOTA,None of the Above,18989,7,18996
Rajasthan,BHARATPUR,1,ABHIJEET KUMAR JATAV,Indian National Congress,387863,1730,389593
Rajasthan,BHARATPUR,2,RANJEETA KOLI,Bharatiya Janata Party,701293,6699,707992
Rajasthan,BHARATPUR,3,SURAJ PRADHAN JATAV,Bahujan Samaj Party,31497,118,31615
Rajasthan,BHARATPUR,4,MANGAL RAM GODRA,Ambedkarite Party of India,5712,3,5715
Rajasthan,BHARATPUR,5,GHANSHYAM SINGH YADAV,Independent,1004,9,1013
Rajasthan,BHARATPUR,6,TEJVEER SINGH,Independent,1093,5,1098
Rajasthan,BHARATPUR,7,PURUSHOTTAM BABA,Independent,1891,6,1897
Rajasthan,BHARATPUR,8,SUNIL,Independent,2232,4,2236
Rajasthan,BHARATPUR,9,NOTA,None of the Above,5583,55,5638
Rajasthan,Bhilwara,1,RAM PAL SHARMA,Indian National Congress,325145,1015,326160
Rajasthan,Bhilwara,2,SHIVLAL GURJAR,Bahujan Samaj Party,15599,28,15627
Rajasthan,Bhilwara,3,SUBHASH CHANDRA BAHERIA,Bharatiya Janata Party,936065,2095,938160
Rajasthan,Bhilwara,4,PAWAN KUMAR SHARMA,Right to Recall Party,13140,8,13148
Rajasthan,Bhilwara,5,NOTA,None of the Above,17388,30,17418
Rajasthan,Bikaner (SC),1,ARJUN RAM MEGHWAL,Bharatiya Janata Party,655427,2316,657743
Rajasthan,Bikaner (SC),2,BHAIRA RAM,Bahujan Samaj Party,11357,55,11412
Rajasthan,Bikaner (SC),3,MADAN GOPAL MEGHWAL,Indian National Congress,392268,1394,393662
Rajasthan,Bikaner (SC),4,SHYOPAT RAM,Communist Party of India (Marxist),8971,26,8997
Rajasthan,Bikaner (SC),5,GHANSHYAM MEGHWAL,Ambedkarite Party of India,3739,13,3752
Rajasthan,Bikaner (SC),6,TRILOKI NARAYAN HATILA,Jan Sangharsh Virat Party,1769,5,1774
Rajasthan,Bikaner (SC),7,PUNAM CHAND ALIAS PUNEET DHAL,Hindusthan Nirman Dal,1743,2,1745
Rajasthan,Bikaner (SC),8,ARJUN RAM,Independent,3445,2,3447
Rajasthan,Bikaner (SC),9,BABULAL,Independent,3553,3,3556
Rajasthan,Bikaner (SC),10,NOTA,None of the Above,13426,84,13510
Rajasthan,Chittorgarh,1,Gopal Singh Shekhawat,Indian National Congress,405681,1014,406695
Rajasthan,Chittorgarh,2,Chandra Prakash Joshi,Bharatiya Janata Party,979946,2996,982942
Rajasthan,Chittorgarh,3,Dr. Jagdish Chandra Sharma,Bahujan Samaj Party,13458,26,13484
Rajasthan,Chittorgarh,4,Radha Bhandari,Communist Party of India,9923,1,9924
Rajasthan,Chittorgarh,5,Gopal Dhakad,Right to Recall Party,2791,2,2793
Rajasthan,Chittorgarh,6,Jai Prakash Regar,Ambedkarite Party of India,4218,15,4233
Rajasthan,Chittorgarh,7,Prakash Chandra Meena,Bhartiya Tribal Party,5393,198,5591
Rajasthan,Chittorgarh,8,Mangilal Meena,Satya Bahumat Party,2314,2,2316
Rajasthan,Chittorgarh,9,Gulab Sehlot,Independent,4225,0,4225
Rajasthan,Chittorgarh,10,Shamshuddin,Independent,9027,2,9029
Rajasthan,Chittorgarh,11,NOTA,None of the Above,17513,15,17528
Rajasthan,Churu,1,BALWAN POONIA,Communist Party of India (Marxist),24892,198,25090
Rajasthan,Churu,2,RAFIQUE MANDELIA,Indian National Congress,457117,1480,458597
Rajasthan,Churu,3,RAHUL KASWAN,Bharatiya Janata Party,786573,6426,792999
Rajasthan,Churu,4,HARI SINGH,Bahujan Samaj Party,16059,57,16116
Rajasthan,Churu,5,GOMATI DHARAMPAL KATARIA,Bharat Rakshak Party (Democratic),1619,2,1621
Rajasthan,Churu,6,SATYAPAL BAUDDH,Ambedkarite Party of India,3077,3,3080
Rajasthan,Churu,7,ASLAM,Independent,1427,0,1427
Rajasthan,Churu,8,KUMBHA RAM MEENA,Independent,3503,4,3507
Rajasthan,Churu,9,DARARAM NAYAK,Independent,1570,3,1573
Rajasthan,Churu,10,BISHANARAM,Independent,3325,1,3326
Rajasthan,Churu,11,SHEELA SHEKHAWAT,Independent,6481,45,6526
Rajasthan,Churu,12,SUKHADEV MEGHWAL,Independent,4575,7,4582
Rajasthan,Churu,13,NOTA,None of the Above,9933,45,9978
Rajasthan,Dausa,1,Jaskaur Meena,Bharatiya Janata Party,545481,3252,548733
Rajasthan,Dausa,2,Dwarka Prasad Maheshwara,Bahujan Samaj Party,13363,51,13414
Rajasthan,Dausa,3,Savita Meena,Indian National Congress,467458,2831,470289
Rajasthan,Dausa,4,Chandra Prakash Meena,Nationalist People's Front,5796,2,5798
Rajasthan,Dausa,5,Ramphool Meena,Ambedkarite Party of India,4990,9,4999
Rajasthan,Dausa,6,Rinku Kumar Meena,Peoples Party of India (Democratic),930,1,931
Rajasthan,Dausa,7,Anju Dhanka,Independent,2413,13,2426
Rajasthan,Dausa,8,Bimla Devi Meena,Independent,1190,0,1190
Rajasthan,Dausa,9,Bharti Meena,Independent,2027,7,2034
Rajasthan,Dausa,10,Maliram Nayaka,Independent,3002,0,3002
Rajasthan,Dausa,11,Radhey Shyam Meena,Independent,2624,0,2624
Rajasthan,Dausa,12,NOTA,None of the Above,7373,21,7394
Rajasthan,Ganganagar,1,NIHAL CHAND,Bharatiya Janata Party,892744,4433,897177
Rajasthan,Ganganagar,2,BHARAT RAM MEGHWAL,Indian National Congress,487597,2602,490199
Rajasthan,Ganganagar,3,RAVTARAM,Communist Party of India,18293,16,18309
Rajasthan,Ganganagar,4,LUNARAMA,Bahujan Samaj Party,11497,82,11579
Rajasthan,Ganganagar,5,TITARA SINGH,Independent,2696,30,2726
Rajasthan,Ganganagar,6,NARESH KUMAR,Independent,1815,5,1820
Rajasthan,Ganganagar,7,DR. BALKRISHAN PANWAR,Independent,6823,55,6878
Rajasthan,Ganganagar,8,BHAJAN SINGH GHAROO,Independent,3398,16,3414
Rajasthan,Ganganagar,9,SATISH KUMAR,Independent,4111,9,4120
Rajasthan,Ganganagar,10,NOTA,None of the Above,15420,123,15543
Rajasthan,Jaipur,1,Umrao Salodia,Bahujan Samaj Party,7777,90,7867
Rajasthan,Jaipur,2,Jyoti Khandelwal,Indian National Congress,490741,2698,493439
Rajasthan,Jaipur,3,Ramcharan Bohra,Bharatiya Janata Party,918472,5593,924065
Rajasthan,Jaipur,4,Kuldeep Singh,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2621,2,2623
Rajasthan,Jaipur,5,Kailash Chand Jagarwal,Ambedkarite Party of India,881,3,884
Rajasthan,Jaipur,6,Bhanwar Lal Joshi,Rashtriya Jansambhavna Party,505,1,506
Rajasthan,Jaipur,7,Ram Sahay Meena Kalky,Peoples Party of India (Democratic),1818,2,1820
Rajasthan,Jaipur,8,Sanjay Garg,Swarna Bharat Party,507,1,508
Rajasthan,Jaipur,9,P. Trilok Tiwari,Rashtriya Samta Vikas Party,347,2,349
Rajasthan,Jaipur,10,Kamal Bhargav,Independent,358,0,358
Rajasthan,Jaipur,11,Pankaj Patel,Independent,327,0,327
Rajasthan,Jaipur,12,Prashant Saini,Independent,382,2,384
Rajasthan,Jaipur,13,Babita Wadhwani,Independent,672,0,672
Rajasthan,Jaipur,14,Manoj Kumar Joshi,Independent,1496,0,1496
Rajasthan,Jaipur,15,Yakub Khan,Independent,1630,0,1630
Rajasthan,Jaipur,16,Yogesh Sharma,Independent,3356,0,3356
Rajasthan,Jaipur,17,Ram Charan Joshi,Independent,2186,1,2187
Rajasthan,Jaipur,18,Ram Janki Swami,Independent,2049,9,2058
Rajasthan,Jaipur,19,Ramlal Dhanaka,Independent,1534,2,1536
Rajasthan,Jaipur,20,Vinay Kumar Varma,Independent,1522,0,1522
Rajasthan,Jaipur,21,Virad Singla,Independent,253,0,253
Rajasthan,Jaipur,22,Sharad Chand Jain,Independent,252,2,254
Rajasthan,Jaipur,23,Shobhal Singh,Independent,1345,3,1348
Rajasthan,Jaipur,24,Haripal Bairwa,Independent,438,2,440
Rajasthan,Jaipur,25,NOTA,None of the Above,6455,67,6522
Rajasthan,Jaipur Rural,1,KRISHNA POONIA,Indian National Congress,422223,4738,426961
Rajasthan,Jaipur Rural,2,COL. RAJYAVARDHAN RATHORE,Bharatiya Janata Party,811626,8506,820132
Rajasthan,Jaipur Rural,3,VIRENDER SINGH BIDHURI,Bahujan Samaj Party,7913,63,7976
Rajasthan,Jaipur Rural,4,RAJENDRA KUMAR,Ambedkarite Party of India,3788,12,3800
Rajasthan,Jaipur Rural,5,RAM NIWAS NENAWAT MEGHAWAL,Bharat Rakshak Party (Democratic),1243,16,1259
Rajasthan,Jaipur Rural,6,BANWARI LAL MEENA,Independent,1221,13,1234
Rajasthan,Jaipur Rural,7,RAMSINGH KASANA,Independent,1826,8,1834
Rajasthan,Jaipur Rural,8,VINOD SHARMA,Independent,4143,3,4146
Rajasthan,Jaipur Rural,9,NOTA,None of the Above,9313,38,9351
Rajasthan,Jalore,1,Devaji Patel,Bharatiya Janata Party,772383,450,772833
Rajasthan,Jalore,2,Ratan Devasi,Indian National Congress,511363,360,511723
Rajasthan,Jalore,3,Kaluram,Rashtriya Rashtrawadi Party,12283,1,12284
Rajasthan,Jalore,4,Bhanwerlal,Bahujan Mukti Party,3341,3,3344
Rajasthan,Jalore,5,Ramprasad Jatav,Ambedkarite Party of India,3879,0,3879
Rajasthan,Jalore,6,Vijay Shree,Shivsena,2907,1,2908
Rajasthan,Jalore,7,Kapoora Ram Meena,Independent,1312,2,1314
Rajasthan,Jalore,8,Kheta Ram,Independent,1224,0,1224
Rajasthan,Jalore,9,Dinesh Singh,Independent,3248,0,3248
Rajasthan,Jalore,10,Nimbaram,Independent,2016,0,2016
Rajasthan,Jalore,11,Bhavaram,Independent,2527,0,2527
Rajasthan,Jalore,12,Bheraram Barar (Meghwal),Independent,3321,0,3321
Rajasthan,Jalore,13,Mohanlal,Independent,3466,0,3466
Rajasthan,Jalore,14,Lakharam Choudhary,Independent,6333,0,6333
Rajasthan,Jalore,15,Lukaram,Independent,13485,0,13485
Rajasthan,Jalore,16,NOTA,None of the Above,17711,3,17714
Rajasthan,JHALAWAR-BARAN,1,DUSHYANT SINGH,Bharatiya Janata Party,887017,383,887400
Rajasthan,JHALAWAR-BARAN,2,PRAMOD SHARMA,Indian National Congress,433272,200,433472
Rajasthan,JHALAWAR-BARAN,3,BADREE LAL,Bahujan Samaj Party,13336,2,13338
Rajasthan,JHALAWAR-BARAN,4,ABDUL QAYYUM SIDDIQUI,Independent,3344,0,3344
Rajasthan,JHALAWAR-BARAN,5,PRINCE MEENA,Independent,2701,4,2705
Rajasthan,JHALAWAR-BARAN,6,MOHAMMAD NASIR,Independent,5107,0,5107
Rajasthan,JHALAWAR-BARAN,7,HARISH KUMAR DHAKAR,Independent,7421,1,7422
Rajasthan,JHALAWAR-BARAN,8,NOTA,None of the Above,17078,2,17080
Rajasthan,Jhunjhunu,1,NARENDRA KUMAR,Bharatiya Janata Party,722994,15169,738163
Rajasthan,Jhunjhunu,2,SHARWAN KUMAR S/O GOKAL RAM,Indian National Congress,431973,3643,435616
Rajasthan,Jhunjhunu,3,AJAY PAL,Bahujan Mukti Party,4195,72,4267
Rajasthan,Jhunjhunu,4,KRISHAN KUMAR JANGIR,Rashtriya Mangalam Party,788,10,798
Rajasthan,Jhunjhunu,5,Dr. TEJPAL KATEWA,Right to Recall Party,784,19,803
Rajasthan,Jhunjhunu,6,MAHANT AKASH GIRI,Independent,612,5,617
Rajasthan,Jhunjhunu,7,KAILASH KARWASARA,Independent,668,10,678
Rajasthan,Jhunjhunu,8,GURU GOKUL CHAND RASHTRAWADI,Independent,502,0,502
Rajasthan,Jhunjhunu,9,BALDEV PRASAD SAINI,Independent,714,14,728
Rajasthan,Jhunjhunu,10,BHIM SINGH,Independent,1236,2,1238
Rajasthan,Jhunjhunu,11,MOHD. YUNUS,Independent,1433,5,1438
Rajasthan,Jhunjhunu,12,SHARWAN KUMAR S/O HUKMA RAM,Independent,5573,9,5582
Rajasthan,Jhunjhunu,13,NOTA,None of the Above,8415,82,8497
Rajasthan,Jodhpur,1,Gajendra Singh Shekhawat,Bharatiya Janata Party,781166,7722,788888
Rajasthan,Jodhpur,2,Mukul Chaudhary,Bahujan Samaj Party,11646,57,11703
Rajasthan,Jodhpur,3,Vaibhav Gehlot,Indian National Congress,511052,3396,514448
Rajasthan,Jodhpur,4,Amar Singh Kalundha,Bhartiya Tribal Party,7235,28,7263
Rajasthan,Jodhpur,5,Anil Joya Meghwal,Independent,1322,5,1327
Rajasthan,Jodhpur,6,Chand Mohammad,Independent,900,1,901
Rajasthan,Jodhpur,7,Tasleem,Independent,929,4,933
Rajasthan,Jodhpur,8,Moda Ram Meghwal,Independent,1516,3,1519
Rajasthan,Jodhpur,9,Vishek Vishnoi,Independent,4514,7,4521
Rajasthan,Jodhpur,10,Shambhu Ram,Independent,3051,1,3052
Rajasthan,Jodhpur,11,NOTA,None of the Above,11654,34,11688
Rajasthan,KARAULI-DHOLPUR,1,MANOJ RAJORIA,Bharatiya Janata Party,523801,2642,526443
Rajasthan,KARAULI-DHOLPUR,2,RAMKUMAR,Bahujan Samaj Party,25674,44,25718
Rajasthan,KARAULI-DHOLPUR,3,SANJAY KUMAR,Indian National Congress,427847,914,428761
Rajasthan,KARAULI-DHOLPUR,4,JEET RAM BAIRWA,Ambedkarite Party of India,7011,9,7020
Rajasthan,KARAULI-DHOLPUR,5,VIJAY BABU,Prabuddha Republican Party,2782,1,2783
Rajasthan,KARAULI-DHOLPUR,6,NOTA,None of the Above,7306,13,7319
Rajasthan,Kota,1,OM BIRLA,Bharatiya Janata Party,796071,3980,800051
Rajasthan,Kota,2,RAMNARAIN MEENA,Indian National Congress,517559,2815,520374
Rajasthan,Kota,3,HARISH KUMAR LAHRI,Bahujan Samaj Party,9965,20,9985
Rajasthan,Kota,4,CHANDRA PRAKASH,Rashtriya Krantikari Samajwadi Party,1487,1,1488
Rajasthan,Kota,5,BHIM SINGH KUNTAL,Shivsena,1305,3,1308
Rajasthan,Kota,6,MAHESH KUMAR RANIWAL,AARAKSHAN VIRODHI PARTY,887,4,891
Rajasthan,Kota,7,RAJENDRA PRASAD SINGOR,Marxist Communist Party of India (United),1161,0,1161
Rajasthan,Kota,8,SHOBHA RAM NIRMAL,Proutist Sarva Samaj,996,0,996
Rajasthan,Kota,9,CAPTAIN SOMESH BHATNAGAR,Bhartiya Kisan Party,1148,6,1154
Rajasthan,Kota,10,ABDUL ASIPH,Independent,1243,8,1251
Rajasthan,Kota,11,KESHARI LAL,Independent,1675,3,1678
Rajasthan,Kota,12,ENGINEER PRAVEEN KHANDELWAL,Independent,4096,1,4097
Rajasthan,Kota,13,SATISH BHARDWAJ,Independent,2462,2,2464
Rajasthan,Kota,14,SUNIL MADAN,Independent,3035,1,3036
Rajasthan,Kota,15,HERGOVIND MEENA,Independent,4511,0,4511
Rajasthan,Kota,16,NOTA,None of the Above,12531,58,12589
Rajasthan,Nagaur,1,DR. JYOTI MIRDHA,Indian National Congress,476671,2120,478791
Rajasthan,Nagaur,2,HANUMAN BENIWAL,Rashtriya Loktantrik Party,655496,4555,660051
Rajasthan,Nagaur,3,HANUMANRAM,Rashtriya Power Party,7397,89,7486
Rajasthan,Nagaur,4,DHARMI CHAND,Independent,3141,27,3168
Rajasthan,Nagaur,5,DHARMENDRA,Independent,1249,23,1272
Rajasthan,Nagaur,6,PREM RAJ,Independent,1347,7,1354
Rajasthan,Nagaur,7,MADANLAL,Independent,1306,6,1312
Rajasthan,Nagaur,8,RAVINDRA SINGH SHEKHAWAT,Independent,6985,130,7115
Rajasthan,Nagaur,9,RAM CHANDRA,Independent,2578,7,2585
Rajasthan,Nagaur,10,C.A. RASTRA PUTRA HINDU,Independent,1529,14,1543
Rajasthan,Nagaur,11,SHIV NARAYAN,Independent,2402,1,2403
Rajasthan,Nagaur,12,SAROJ PRAJAPAT,Independent,12753,32,12785
Rajasthan,Nagaur,13,SOHANARAM RATHI,Independent,10203,7,10210
Rajasthan,Nagaur,14,NOTA,None of the Above,12979,70,13049
Rajasthan,Pali,1,P. P. CHAUDHARY,Bharatiya Janata Party,890817,9332,900149
Rajasthan,Pali,2,BADRIRAM JAKHAR,Indian National Congress,413439,5113,418552
Rajasthan,Pali,3,KANHAIYALAL VAISHNAV,Shivsena,7728,17,7745
